codigo_estacion,region,altura,latitud,longitud,anio,mes,dia,agua_caida,fecha
170001,15,4084,-17.595,-69.4775,2023,9,16,,2023-09-16
170001,15,4084,-17.595,-69.4775,2023,9,17,,2023-09-17
170001,15,4084,-17.595,-69.4775,2023,9,18,,2023-09-18
170001,15,4084,-17.595,-69.4775,2023,9,19,,2023-09-19
170001,15,4084,-17.595,-69.4775,2023,9,20,,2023-09-20
170001,15,4084,-17.595,-69.4775,2023,9,21,,2023-09-21
170001,15,4084,-17.595,-69.4775,2023,9,22,,2023-09-22
170001,15,4084,-17.595,-69.4775,2023,9,23,,2023-09-23
170001,15,4084,-17.595,-69.4775,2023,9,24,,2023-09-24
170001,15,4084,-17.595,-69.4775,2023,9,25,,2023-09-25
170001,15,4084,-17.595,-69.4775,2023,9,26,,2023-09-26
170001,15,4084,-17.595,-69.4775,2023,9,27,,2023-09-27
170001,15,4084,-17.595,-69.4775,2023,9,28,,2023-09-28
170001,15,4084,-17.595,-69.4775,2023,9,29,,2023-09-29
170001,15,4084,-17.595,-69.4775,2023,9,30,,2023-09-30
170001,15,4084,-17.595,-69.4775,2023,10,1,0.0,2023-10-01
170001,15,4084,-17.595,-69.4775,2023,10,2,0.0,2023-10-02
170001,15,4084,-17.595,-69.4775,2023,10,3,0.0,2023-10-03
170001,15,4084,-17.595,-69.4775,2023,10,4,0.0,2023-10-04
170001,15,4084,-17.595,-69.4775,2023,10,5,0.0,2023-10-05
170001,15,4084,-17.595,-69.4775,2023,10,6,0.0,2023-10-06
170001,15,4084,-17.595,-69.4775,2023,10,7,0.0,2023-10-07
170001,15,4084,-17.595,-69.4775,2023,10,8,0.0,2023-10-08
170001,15,4084,-17.595,-69.4775,2023,10,9,0.0,2023-10-09
170001,15,4084,-17.595,-69.4775,2023,10,10,0.0,2023-10-10
170001,15,4084,-17.595,-69.4775,2023,10,11,0.0,2023-10-11
170001,15,4084,-17.595,-69.4775,2023,10,12,0.0,2023-10-12
170001,15,4084,-17.595,-69.4775,2023,10,13,0.0,2023-10-13
170001,15,4084,-17.595,-69.4775,2023,10,14,0.0,2023-10-14
170001,15,4084,-17.595,-69.4775,2023,10,15,0.0,2023-10-15
170001,15,4084,-17.595,-69.4775,2023,10,16,0.0,2023-10-16
170001,15,4084,-17.595,-69.4775,2023,10,17,0.0,2023-10-17
170001,15,4084,-17.595,-69.4775,2023,10,18,7.5,2023-10-18
170001,15,4084,-17.595,-69.4775,2023,10,19,0.0,2023-10-19
170001,15,4084,-17.595,-69.4775,2023,10,20,0.0,2023-10-20
170001,15,4084,-17.595,-69.4775,2023,10,21,1.399999976158142,2023-10-21
170001,15,4084,-17.595,-69.4775,2023,10,22,7.900000095367432,2023-10-22
170001,15,4084,-17.595,-69.4775,2023,10,23,4.099999904632568,2023-10-23
170001,15,4084,-17.595,-69.4775,2023,10,24,0.0,2023-10-24
170001,15,4084,-17.595,-69.4775,2023,10,25,0.0,2023-10-25
170001,15,4084,-17.595,-69.4775,2023,10,26,0.0,2023-10-26
170001,15,4084,-17.595,-69.4775,2023,10,27,0.0,2023-10-27
170001,15,4084,-17.595,-69.4775,2023,10,28,0.0,2023-10-28
170001,15,4084,-17.595,-69.4775,2023,10,29,0.0,2023-10-29
170001,15,4084,-17.595,-69.4775,2023,10,30,0.0,2023-10-30
170001,15,4084,-17.595,-69.4775,2023,10,31,0.0,2023-10-31
170001,15,4084,-17.595,-69.4775,2023,11,1,0.0,2023-11-01
170001,15,4084,-17.595,-69.4775,2023,11,2,0.0,2023-11-02
170001,15,4084,-17.595,-69.4775,2023,11,3,0.0,2023-11-03
170001,15,4084,-17.595,-69.4775,2023,11,4,0.0,2023-11-04
170001,15,4084,-17.595,-69.4775,2023,11,5,0.0,2023-11-05
170001,15,4084,-17.595,-69.4775,2023,11,6,0.0,2023-11-06
170001,15,4084,-17.595,-69.4775,2023,11,7,0.6000000238418579,2023-11-07
170001,15,4084,-17.595,-69.4775,2023,11,8,0.0,2023-11-08
170001,15,4084,-17.595,-69.4775,2023,11,9,3.200000047683716,2023-11-09
170001,15,4084,-17.595,-69.4775,2023,11,10,8.899999618530273,2023-11-10
170001,15,4084,-17.595,-69.4775,2023,11,11,0.0,2023-11-11
170001,15,4084,-17.595,-69.4775,2023,11,12,0.30000001192092896,2023-11-12
170001,15,4084,-17.595,-69.4775,2023,11,13,0.0,2023-11-13
170001,15,4084,-17.595,-69.4775,2023,11,14,0.0,2023-11-14
170001,15,4084,-17.595,-69.4775,2023,11,15,0.0,2023-11-15
170001,15,4084,-17.595,-69.4775,2023,11,16,0.0,2023-11-16
170001,15,4084,-17.595,-69.4775,2023,11,17,0.0,2023-11-17
170001,15,4084,-17.595,-69.4775,2023,11,18,0.0,2023-11-18
170001,15,4084,-17.595,-69.4775,2023,11,19,0.0,2023-11-19
170001,15,4084,-17.595,-69.4775,2023,11,20,0.0,2023-11-20
170001,15,4084,-17.595,-69.4775,2023,11,21,0.0,2023-11-21
170001,15,4084,-17.595,-69.4775,2023,11,22,0.0,2023-11-22
170001,15,4084,-17.595,-69.4775,2023,11,23,0.0,2023-11-23
170001,15,4084,-17.595,-69.4775,2023,11,24,0.4000000059604645,2023-11-24
170001,15,4084,-17.595,-69.4775,2023,11,25,0.30000001192092896,2023-11-25
170001,15,4084,-17.595,-69.4775,2023,11,26,0.0,2023-11-26
170001,15,4084,-17.595,-69.4775,2023,11,27,0.0,2023-11-27
170001,15,4084,-17.595,-69.4775,2023,11,28,0.0,2023-11-28
170001,15,4084,-17.595,-69.4775,2023,11,29,0.20000000298023224,2023-11-29
170001,15,4084,-17.595,-69.4775,2023,11,30,1.2999999523162842,2023-11-30
170001,15,4084,-17.595,-69.4775,2023,12,1,0.0,2023-12-01
170001,15,4084,-17.595,-69.4775,2023,12,2,0.0,2023-12-02
170001,15,4084,-17.595,-69.4775,2023,12,3,0.0,2023-12-03
170001,15,4084,-17.595,-69.4775,2023,12,4,0.0,2023-12-04
170001,15,4084,-17.595,-69.4775,2023,12,5,0.0,2023-12-05
170001,15,4084,-17.595,-69.4775,2023,12,6,0.0,2023-12-06
